"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"SOCCER- JAPAN [[GET]] LUCKY WIN, CHINA IN [[SURPRISE]] [[DEFEAT.]]","SOCCER- JAPAN [[GECT|]] LUCKY WIN, CHINA IN [[SURPRItSE]] [[DE`FEATl.]]",0.0,1.9850621223449707,"[
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9950999617576599,
    ""index"": 6,
    ""word"": ""J"",
    ""start"": 8,
    ""end"": 9
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9684495329856873,
    ""index"": 7,
    ""word"": ""##AP"",
    ""start"": 9,
    ""end"": 11
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9932600855827332,
    ""index"": 8,
    ""word"": ""##AN"",
    ""start"": 11,
    ""end"": 13
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.5412904620170593,
    ""index"": 18,
    ""word"": ""CH"",
    ""start"": 29,
    ""end"": 31
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.5053945183753967,
    ""index"": 19,
    ""word"": ""##IN"",
    ""start"": 31,
    ""end"": 33
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.764613926410675,
    ""index"": 20,
    ""word"": ""##A"",
    ""start"": 33,
    ""end"": 34
  }
]","[
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9963257908821106,
    ""index"": 6,
    ""word"": ""J"",
    ""start"": 8,
    ""end"": 9
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9873075485229492,
    ""index"": 7,
    ""word"": ""##AP"",
    ""start"": 9,
    ""end"": 11
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9937790036201477,
    ""index"": 8,
    ""word"": ""##AN"",
    ""start"": 11,
    ""end"": 13
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.8784208297729492,
    ""index"": 12,
    ""word"": ""L"",
    ""start"": 22,
    ""end"": 23
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.34074729681015015,
    ""index"": 13,
    ""word"": ""##UC"",
    ""start"": 23,
    ""end"": 25
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.7658939957618713,
    ""index"": 14,
    ""word"": ""##K"",
    ""start"": 25,
    ""end"": 26
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.4998670518398285,
    ""index"": 19,
    ""word"": ""CH"",
    ""start"": 33,
    ""end"": 35
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.6311649680137634,
    ""index"": 20,
    ""word"": ""##IN"",
    ""start"": 35,
    ""end"": 37
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.8420071005821228,
    ""index"": 21,
    ""word"": ""##A"",
    ""start"": 37,
    ""end"": 38
  }
]","NER",212,"Successful"
"Nadim [[Ladki]]","Nadim [[E'-Laudk>i]]",5.939424991607666,7.67250919342041,"[
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9996979236602783,
    ""index"": 1,
    ""word"": ""Na"",
    ""start"": 0,
    ""end"": 2
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9929589033126831,
    ""index"": 2,
    ""word"": ""##di"",
    ""start"": 2,
    ""end"": 4
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9990008473396301,
    ""index"": 3,
    ""word"": ""##m"",
    ""start"": 4,
    ""end"": 5
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9996190071105957,
    ""index"": 4,
    ""word"": ""La"",
    ""start"": 6,
    ""end"": 8
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9780004620552063,
    ""index"": 5,
    ""word"": ""##d"",
    ""start"": 8,
    ""end"": 9
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9701476693153381,
    ""index"": 6,
    ""word"": ""##ki"",
    ""start"": 9,
    ""end"": 11
  }
]","[
  {
    ""entity"": ""I-PER"",
    ""score"": 0.999140739440918,
    ""index"": 1,
    ""word"": ""Na"",
    ""start"": 0,
    ""end"": 2
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9851365089416504,
    ""index"": 2,
    ""word"": ""##di"",
    ""start"": 2,
    ""end"": 4
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9983766078948975,
    ""index"": 3,
    ""word"": ""##m"",
    ""start"": 4,
    ""end"": 5
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9984867572784424,
    ""index"": 4,
    ""word"": ""E"",
    ""start"": 6,
    ""end"": 7
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.6619275212287903,
    ""index"": 5,
    ""word"": ""'"",
    ""start"": 8,
    ""end"": 9
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.7084589004516602,
    ""index"": 6,
    ""word"": ""-"",
    ""start"": 9,
    ""end"": 10
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9939133524894714,
    ""index"": 7,
    ""word"": ""Lau"",
    ""start"": 12,
    ""end"": 15
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.6977965235710144,
    ""index"": 8,
    ""word"": ""##d"",
    ""start"": 16,
    ""end"": 17
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.6292724013328552,
    ""index"": 9,
    ""word"": ""##k"",
    ""start"": 17,
    ""end"": 18
  }
]","NER",212,"Successful"
"AL-AIN, [[United]] Arab [[Emirates]] [[1996-12-06]]","AL-AIN, [[""UnHitSed]] Arab [[EmOirates]] [[i1996-12-06]]",0.0,0.0,"[
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9984487295150757,
    ""index"": 1,
    ""word"": ""AL"",
    ""start"": 0,
    ""end"": 2
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9677125215530396,
    ""index"": 2,
    ""word"": ""-"",
    ""start"": 2,
    ""end"": 3
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9955710768699646,
    ""index"": 3,
    ""word"": ""AI"",
    ""start"": 3,
    ""end"": 5
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9939817786216736,
    ""index"": 4,
    ""word"": ""##N"",
    ""start"": 5,
    ""end"": 6
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9997562766075134,
    ""index"": 6,
    ""word"": ""United"",
    ""start"": 8,
    ""end"": 14
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9997227787971497,
    ""index"": 7,
    ""word"": ""Arab"",
    ""start"": 15,
    ""end"": 19
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9998668432235718,
    ""index"": 8,
    ""word"": ""Emirates"",
    ""start"": 20,
    ""end"": 28
  }
]","[
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.9982630610466003,
    ""index"": 1,
    ""word"": ""AL"",
    ""start"": 0,
    ""end"": 2
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.8743444085121155,
    ""index"": 2,
    ""word"": ""-"",
    ""start"": 2,
    ""end"": 3
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.997177004814148,
    ""index"": 3,
    ""word"": ""AI"",
    ""start"": 3,
    ""end"": 5
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.9925627112388611,
    ""index"": 4,
    ""word"": ""##N"",
    ""start"": 5,
    ""end"": 6
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.8531244397163391,
    ""index"": 7,
    ""word"": ""Un"",
    ""start"": 10,
    ""end"": 12
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.5160510540008545,
    ""index"": 10,
    ""word"": ""##S"",
    ""start"": 16,
    ""end"": 17
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.8322890996932983,
    ""index"": 12,
    ""word"": ""Arab"",
    ""start"": 21,
    ""end"": 25
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.9487047791481018,
    ""index"": 13,
    ""word"": ""Em"",
    ""start"": 26,
    ""end"": 28
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.7525750398635864,
    ""index"": 14,
    ""word"": ""##O"",
    ""start"": 28,
    ""end"": 29
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.5938130617141724,
    ""index"": 15,
    ""word"": ""##ira"",
    ""start"": 30,
    ""end"": 33
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.8078715205192566,
    ""index"": 16,
    ""word"": ""##tes"",
    ""start"": 33,
    ""end"": 36
  }
]","NER",112,"Failed"
"Japan began the [[defence]] of their Asian Cup title with a lucky 2-1 win [[against]] [[Syria]] in a Group C [[championship]] match on Friday.","Japan began the [[def5ence]] of their Asian Cup title with a lucky 2-1 win [[again,st]] [[S}yriqa]] in a Group C [[champions1hip]] match on Friday.",0.0,3.255141496658325,"[
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9998020529747009,
    ""index"": 1,
    ""word"": ""Japan"",
    ""start"": 0,
    ""end"": 5
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9762684106826782,
    ""index"": 7,
    ""word"": ""Asian"",
    ""start"": 33,
    ""end"": 38
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9974727034568787,
    ""index"": 8,
    ""word"": ""Cup"",
    ""start"": 39,
    ""end"": 42
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9997666478157043,
    ""index"": 18,
    ""word"": ""Syria"",
    ""start"": 78,
    ""end"": 83
  }
]","[
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9997708201408386,
    ""index"": 1,
    ""word"": ""Japan"",
    ""start"": 0,
    ""end"": 5
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.979688823223114,
    ""index"": 9,
    ""word"": ""Asian"",
    ""start"": 35,
    ""end"": 40
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.997231662273407,
    ""index"": 10,
    ""word"": ""Cup"",
    ""start"": 41,
    ""end"": 44
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.923136830329895,
    ""index"": 23,
    ""word"": ""S"",
    ""start"": 82,
    ""end"": 83
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9129098653793335,
    ""index"": 25,
    ""word"": ""y"",
    ""start"": 85,
    ""end"": 86
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.7675674557685852,
    ""index"": 26,
    ""word"": ""##ri"",
    ""start"": 86,
    ""end"": 88
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.651527464389801,
    ""index"": 27,
    ""word"": ""##qa"",
    ""start"": 88,
    ""end"": 91
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.8367837071418762,
    ""index"": 31,
    ""word"": ""C"",
    ""start"": 103,
    ""end"": 104
  }
]","NER",212,"Successful"
"But China saw [[their]] [[luck]] [[desert]] them in the second match of the group, crashing to a surprise 2-0 [[defeat]] to [[newcomers]] Uzbekistan.","But China saw [[the[ir]] [[Dluck]] [[=desert]] them in the second match of the group, crashing to a surprise 2-0 [[dWefeat]] to [[newocomers]] Uzbekistan.",0.0,1.7239031791687012,"[
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9998183846473694,
    ""index"": 2,
    ""word"": ""China"",
    ""start"": 4,
    ""end"": 9
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9996594190597534,
    ""index"": 27,
    ""word"": ""Uzbekistan"",
    ""start"": 118,
    ""end"": 128
  }
]","[
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9998266100883484,
    ""index"": 2,
    ""word"": ""China"",
    ""start"": 4,
    ""end"": 9
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9488841891288757,
    ""index"": 8,
    ""word"": ""D"",
    ""start"": 22,
    ""end"": 23
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.7750189304351807,
    ""index"": 9,
    ""word"": ""##luck"",
    ""start"": 24,
    ""end"": 28
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9994632601737976,
    ""index"": 37,
    ""word"": ""Uzbekistan"",
    ""start"": 128,
    ""end"": 138
  }
]","NER",212,"Successful"
"China controlled most of the match [[and]] saw several chances missed until the 78th minute when Uzbek striker [[Igor]] [[Shkvyrin]] took advantage of a misdirected defensive [[header]] to lob the ball over the advancing Chinese [[keeper]] and into an empty net.","China controlled most of the match [[an]d]] saw several chances missed until the 78th minute when Uzbek striker [[IgUor]] [[ShkvPyrin]] took advantage of a misdirected defensive [[hVeader]] to lob the ball over the advancing Chinese [[keepter]] and into an empty net.",5.492788791656494,9.219144821166992,"[
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9997816681861877,
    ""index"": 1,
    ""word"": ""China"",
    ""start"": 0,
    ""end"": 5
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9979750514030457,
    ""index"": 18,
    ""word"": ""U"",
    ""start"": 93,
    ""end"": 94
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9894792437553406,
    ""index"": 19,
    ""word"": ""##z"",
    ""start"": 94,
    ""end"": 95
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.996921956539154,
    ""index"": 20,
    ""word"": ""##bek"",
    ""start"": 95,
    ""end"": 98
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9994372725486755,
    ""index"": 22,
    ""word"": ""Igor"",
    ""start"": 107,
    ""end"": 111
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9995008707046509,
    ""index"": 23,
    ""word"": ""S"",
    ""start"": 112,
    ""end"": 113
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9525272250175476,
    ""index"": 24,
    ""word"": ""##h"",
    ""start"": 113,
    ""end"": 114
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.7246336340904236,
    ""index"": 25,
    ""word"": ""##k"",
    ""start"": 114,
    ""end"": 115
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.8198036551475525,
    ""index"": 26,
    ""word"": ""##vy"",
    ""start"": 115,
    ""end"": 117
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9968863129615784,
    ""index"": 27,
    ""word"": ""##rin"",
    ""start"": 117,
    ""end"": 120
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.999038815498352,
    ""index"": 47,
    ""word"": ""Chinese"",
    ""start"": 205,
    ""end"": 212
  }
]","[
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.999775230884552,
    ""index"": 1,
    ""word"": ""China"",
    ""start"": 0,
    ""end"": 5
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9982878565788269,
    ""index"": 20,
    ""word"": ""U"",
    ""start"": 95,
    ""end"": 96
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.991025984287262,
    ""index"": 21,
    ""word"": ""##z"",
    ""start"": 96,
    ""end"": 97
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9968845248222351,
    ""index"": 22,
    ""word"": ""##bek"",
    ""start"": 97,
    ""end"": 100
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9985030889511108,
    ""index"": 24,
    ""word"": ""I"",
    ""start"": 109,
    ""end"": 110
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9861978888511658,
    ""index"": 25,
    ""word"": ""##g"",
    ""start"": 110,
    ""end"": 111
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9791943430900574,
    ""index"": 26,
    ""word"": ""##U"",
    ""start"": 111,
    ""end"": 112
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9975963234901428,
    ""index"": 27,
    ""word"": ""##or"",
    ""start"": 113,
    ""end"": 115
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9972163438796997,
    ""index"": 28,
    ""word"": ""S"",
    ""start"": 116,
    ""end"": 117
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.7275124788284302,
    ""index"": 29,
    ""word"": ""##h"",
    ""start"": 117,
    ""end"": 118
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.46199584007263184,
    ""index"": 30,
    ""word"": ""##k"",
    ""start"": 118,
    ""end"": 119
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.4527813792228699,
    ""index"": 31,
    ""word"": ""##v"",
    ""start"": 119,
    ""end"": 120
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9727122187614441,
    ""index"": 32,
    ""word"": ""##P"",
    ""start"": 120,
    ""end"": 121
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.7734190225601196,
    ""index"": 33,
    ""word"": ""##yr"",
    ""start"": 122,
    ""end"": 124
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.8720155358314514,
    ""index"": 34,
    ""word"": ""##in"",
    ""start"": 124,
    ""end"": 126
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9990283250808716,
    ""index"": 57,
    ""word"": ""Chinese"",
    ""start"": 213,
    ""end"": 220
  }
]","NER",212,"Successful"
"Oleg [[Shatskiku]] [[made]] sure of the [[win]] in injury time, hitting an unstoppable left [[foot]] shot from just [[outside]] the area.","Oleg [[Shatskik&u]] [[Umade]] sure of the [[winG]] in injury time, hitting an unstoppable left [[f2oot]] shot from just [[ou}tside]] the area.",5.941165447235107,8.843860626220703,"[
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9992066025733948,
    ""index"": 1,
    ""word"": ""Ole"",
    ""start"": 0,
    ""end"": 3
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9995224475860596,
    ""index"": 2,
    ""word"": ""##g"",
    ""start"": 3,
    ""end"": 4
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9996681213378906,
    ""index"": 3,
    ""word"": ""S"",
    ""start"": 5,
    ""end"": 6
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9951527118682861,
    ""index"": 4,
    ""word"": ""##hat"",
    ""start"": 6,
    ""end"": 9
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9679040908813477,
    ""index"": 5,
    ""word"": ""##ski"",
    ""start"": 9,
    ""end"": 12
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9797117114067078,
    ""index"": 6,
    ""word"": ""##ku"",
    ""start"": 12,
    ""end"": 14
  }
]","[
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9991244673728943,
    ""index"": 1,
    ""word"": ""Ole"",
    ""start"": 0,
    ""end"": 3
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9995575547218323,
    ""index"": 2,
    ""word"": ""##g"",
    ""start"": 3,
    ""end"": 4
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9997691512107849,
    ""index"": 3,
    ""word"": ""S"",
    ""start"": 5,
    ""end"": 6
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9940828680992126,
    ""index"": 4,
    ""word"": ""##hat"",
    ""start"": 6,
    ""end"": 9
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.8969777822494507,
    ""index"": 5,
    ""word"": ""##ski"",
    ""start"": 9,
    ""end"": 12
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9832291007041931,
    ""index"": 6,
    ""word"": ""##k"",
    ""start"": 12,
    ""end"": 13
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9958011507987976,
    ""index"": 8,
    ""word"": ""u"",
    ""start"": 15,
    ""end"": 16
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.997641921043396,
    ""index"": 9,
    ""word"": ""Um"",
    ""start"": 17,
    ""end"": 20
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9776766896247864,
    ""index"": 10,
    ""word"": ""##ade"",
    ""start"": 20,
    ""end"": 23
  }
]","NER",212,"Successful"
"The former Soviet [[republic]] [[was]] playing in an [[Asian]] Cup [[finals]] tie for [[the]] first time.","The former Soviet [[republMic]] [[Pwas]] playing in an [[A1sian]] Cup [[f,inals]] tie for [[tshe]] first time.",0.0,2.2355265617370605,"[
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9985392093658447,
    ""index"": 3,
    ""word"": ""Soviet"",
    ""start"": 11,
    ""end"": 17
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9799860715866089,
    ""index"": 9,
    ""word"": ""Asian"",
    ""start"": 45,
    ""end"": 50
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9974246025085449,
    ""index"": 10,
    ""word"": ""Cup"",
    ""start"": 51,
    ""end"": 54
  }
]","[
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9990696310997009,
    ""index"": 3,
    ""word"": ""Soviet"",
    ""start"": 11,
    ""end"": 17
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.44744181632995605,
    ""index"": 8,
    ""word"": ""##M"",
    ""start"": 24,
    ""end"": 25
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.7913720607757568,
    ""index"": 9,
    ""word"": ""##ic"",
    ""start"": 26,
    ""end"": 28
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9967126846313477,
    ""index"": 10,
    ""word"": ""P"",
    ""start"": 29,
    ""end"": 30
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9969382286071777,
    ""index"": 15,
    ""word"": ""A1"",
    ""start"": 49,
    ""end"": 51
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9914584755897522,
    ""index"": 16,
    ""word"": ""##sian"",
    ""start"": 52,
    ""end"": 56
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9974168539047241,
    ""index"": 17,
    ""word"": ""Cup"",
    ""start"": 57,
    ""end"": 60
  }
]","NER",212,"Successful"
"Despite [[winning]] the Asian Games title two [[years]] ago, [[Uzbekistan]] [[are]] in the [[finals]] as outsiders.","Despite [[winnin]g]] the Asian Games title two [[yeaVrs]] ago, [[Uzbe_kistan]] [[Jare]] in the [[fiOnals]] as outsiders.",0.0,5.2147345542907715,"[
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9735670685768127,
    ""index"": 4,
    ""word"": ""Asian"",
    ""start"": 20,
    ""end"": 25
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9971873164176941,
    ""index"": 5,
    ""word"": ""Games"",
    ""start"": 26,
    ""end"": 31
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9997908473014832,
    ""index"": 11,
    ""word"": ""Uzbekistan"",
    ""start"": 53,
    ""end"": 63
  }
]","[
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9798867702484131,
    ""index"": 7,
    ""word"": ""Asian"",
    ""start"": 22,
    ""end"": 27
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9970760345458984,
    ""index"": 8,
    ""word"": ""Games"",
    ""start"": 28,
    ""end"": 33
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9953219294548035,
    ""index"": 17,
    ""word"": ""U"",
    ""start"": 57,
    ""end"": 58
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.6732193231582642,
    ""index"": 18,
    ""word"": ""##z"",
    ""start"": 58,
    ""end"": 59
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.8456702828407288,
    ""index"": 19,
    ""word"": ""##be"",
    ""start"": 59,
    ""end"": 61
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9367022514343262,
    ""index"": 21,
    ""word"": ""k"",
    ""start"": 63,
    ""end"": 64
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9861907958984375,
    ""index"": 22,
    ""word"": ""##istan"",
    ""start"": 64,
    ""end"": 69
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.7776305079460144,
    ""index"": 23,
    ""word"": ""J"",
    ""start"": 70,
    ""end"": 71
  }
]","NER",212,"Successful"
"Two goals from defensive errors in the last six minutes allowed [[Japan]] to [[come]] from [[behind]] and collect all three [[points]] from their opening meeting against Syria.","Two goals from defensive errors in the last six minutes allowed [[Japdan]] to [[c2ome]] from [[behrin#d]] and collect all three [[poin6ts]] from their opening meeting against Syria.",0.0,1.3192436695098877,"[
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9997974038124084,
    ""index"": 12,
    ""word"": ""Japan"",
    ""start"": 64,
    ""end"": 69
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9998229146003723,
    ""index"": 27,
    ""word"": ""Syria"",
    ""start"": 154,
    ""end"": 159
  }
]","[
  {
    ""entity"": ""I-PER"",
    ""score"": 0.5012271404266357,
    ""index"": 12,
    ""word"": ""J"",
    ""start"": 64,
    ""end"": 65
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.8180165886878967,
    ""index"": 13,
    ""word"": ""##ap"",
    ""start"": 65,
    ""end"": 67
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.8882032632827759,
    ""index"": 14,
    ""word"": ""##dan"",
    ""start"": 67,
    ""end"": 71
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9996410608291626,
    ""index"": 39,
    ""word"": ""Syria"",
    ""start"": 164,
    ""end"": 169
  }
]","NER",212,"Successful"
