"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[SOCCER-]] [[JAPAN]] [[GET]] [[LUCKY]] WIN, CHINA IN [[SURPRISE]] [[DEFEAT.]]","[[SOC‭⁦‮⁦E⁩⁦C⁩‬⁩‬R-]] [[‭⁦‮⁦A⁩⁦J⁩‬⁩‬PAN‭⁦‮⁦G⁩⁦]] [[⁩‬⁩‬ET‭⁦‮⁦L⁩⁦]] [[⁩‬⁩‬UCKY]] WIN, CHINA IN [[SURPRISE‭⁦‮⁦D⁩⁦]] [[⁩‬⁩‬EFEAT.]]",0.0,1.3954033851623535,"[
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9950999617576599,
    ""index"": 6,
    ""word"": ""J"",
    ""start"": 8,
    ""end"": 9
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9684495329856873,
    ""index"": 7,
    ""word"": ""##AP"",
    ""start"": 9,
    ""end"": 11
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9932600855827332,
    ""index"": 8,
    ""word"": ""##AN"",
    ""start"": 11,
    ""end"": 13
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.5412904620170593,
    ""index"": 18,
    ""word"": ""CH"",
    ""start"": 29,
    ""end"": 31
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.5053945183753967,
    ""index"": 19,
    ""word"": ""##IN"",
    ""start"": 31,
    ""end"": 33
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.764613926410675,
    ""index"": 20,
    ""word"": ""##A"",
    ""start"": 33,
    ""end"": 34
  }
]","[
  {
    ""entity"": ""I-PER"",
    ""score"": 0.6571107506752014,
    ""index"": 6,
    ""word"": ""AJ"",
    ""start"": 22,
    ""end"": 26
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.7382926940917969,
    ""index"": 11,
    ""word"": ""UC"",
    ""start"": 59,
    ""end"": 61
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.3431432545185089,
    ""index"": 12,
    ""word"": ""##K"",
    ""start"": 61,
    ""end"": 62
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.4428988993167877,
    ""index"": 17,
    ""word"": ""CH"",
    ""start"": 69,
    ""end"": 71
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.45028939843177795,
    ""index"": 18,
    ""word"": ""##IN"",
    ""start"": 71,
    ""end"": 73
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.7998358011245728,
    ""index"": 19,
    ""word"": ""##A"",
    ""start"": 73,
    ""end"": 74
  }
]","NER",107,"Successful"
"[[Nadim]] [[Ladki]]","[[N‭⁦‮⁦m⁩⁦‭⁦‮⁦i⁩⁦‭⁦‮⁦d⁩⁦a⁩‬⁩‬⁩‬⁩‬⁩‬⁩‬]] [[La‭⁦‮⁦‭⁦‮⁦i⁩⁦k⁩‬⁩‬⁩⁦d⁩‬⁩‬]]",5.939424991607666,4.476285457611084,"[
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9996979236602783,
    ""index"": 1,
    ""word"": ""Na"",
    ""start"": 0,
    ""end"": 2
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9929589033126831,
    ""index"": 2,
    ""word"": ""##di"",
    ""start"": 2,
    ""end"": 4
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9990008473396301,
    ""index"": 3,
    ""word"": ""##m"",
    ""start"": 4,
    ""end"": 5
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9996190071105957,
    ""index"": 4,
    ""word"": ""La"",
    ""start"": 6,
    ""end"": 8
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9780004620552063,
    ""index"": 5,
    ""word"": ""##d"",
    ""start"": 8,
    ""end"": 9
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9701476693153381,
    ""index"": 6,
    ""word"": ""##ki"",
    ""start"": 9,
    ""end"": 11
  }
]","[
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9944895505905151,
    ""index"": 1,
    ""word"": ""N"",
    ""start"": 0,
    ""end"": 1
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9883096218109131,
    ""index"": 2,
    ""word"": ""##mi"",
    ""start"": 5,
    ""end"": 13
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9924669861793518,
    ""index"": 3,
    ""word"": ""##da"",
    ""start"": 19,
    ""end"": 23
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9974279999732971,
    ""index"": 4,
    ""word"": ""Lai"",
    ""start"": 36,
    ""end"": 47
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.5035912990570068,
    ""index"": 6,
    ""word"": ""##d"",
    ""start"": 56,
    ""end"": 57
  }
]","NER",107,"Successful"
"AL-AIN, [[United]] [[Arab]] [[Emirates]] [[1996-12-06]]","AL-AIN, [[United‭⁦‮⁦a⁩⁦‭⁦‮⁦r⁩⁦‭⁦‮⁦A⁩⁦]] [[⁩‬⁩‬⁩‬⁩‬⁩‬⁩‬b]] [[E‭⁦‮⁦i⁩⁦m⁩‬⁩‬rates]] [[1996-12-‭⁦‮⁦6⁩⁦0⁩‬⁩‬]]",0.0,2.8658556938171387,"[
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9984487295150757,
    ""index"": 1,
    ""word"": ""AL"",
    ""start"": 0,
    ""end"": 2
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9677125215530396,
    ""index"": 2,
    ""word"": ""-"",
    ""start"": 2,
    ""end"": 3
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9955710768699646,
    ""index"": 3,
    ""word"": ""AI"",
    ""start"": 3,
    ""end"": 5
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9939817786216736,
    ""index"": 4,
    ""word"": ""##N"",
    ""start"": 5,
    ""end"": 6
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9997562766075134,
    ""index"": 6,
    ""word"": ""United"",
    ""start"": 8,
    ""end"": 14
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9997227787971497,
    ""index"": 7,
    ""word"": ""Arab"",
    ""start"": 15,
    ""end"": 19
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9998668432235718,
    ""index"": 8,
    ""word"": ""Emirates"",
    ""start"": 20,
    ""end"": 28
  }
]","[
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.9958642721176147,
    ""index"": 1,
    ""word"": ""AL"",
    ""start"": 0,
    ""end"": 2
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.6271149516105652,
    ""index"": 2,
    ""word"": ""-"",
    ""start"": 2,
    ""end"": 3
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.9927850961685181,
    ""index"": 3,
    ""word"": ""AI"",
    ""start"": 3,
    ""end"": 5
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.9864081144332886,
    ""index"": 4,
    ""word"": ""##N"",
    ""start"": 5,
    ""end"": 6
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.9417363405227661,
    ""index"": 6,
    ""word"": ""United"",
    ""start"": 8,
    ""end"": 14
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.9536698460578918,
    ""index"": 7,
    ""word"": ""##ar"",
    ""start"": 18,
    ""end"": 26
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.9634018540382385,
    ""index"": 8,
    ""word"": ""##A"",
    ""start"": 32,
    ""end"": 33
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9734166860580444,
    ""index"": 10,
    ""word"": ""E"",
    ""start"": 50,
    ""end"": 51
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9314606785774231,
    ""index"": 11,
    ""word"": ""##im"",
    ""start"": 55,
    ""end"": 59
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9609782695770264,
    ""index"": 12,
    ""word"": ""##rates"",
    ""start"": 63,
    ""end"": 68
  }
]","NER",107,"Successful"
"Japan began the defence of their [[Asian]] Cup title with a lucky 2-1 win [[against]] [[Syria]] in a Group C championship [[match]] on Friday.","Japan began the defence of their [[‭⁦‮⁦s⁩⁦A⁩‬⁩‬ian]] Cup title with a lucky 2-1 win [[aga‭⁦‮⁦n⁩⁦i⁩‬⁩‬st]] [[S‭⁦‮⁦r⁩⁦y⁩‬⁩‬‭⁦‮⁦a⁩⁦i⁩‬⁩‬]] in a Group C championship [[mat‭⁦‮⁦h⁩⁦c⁩‬⁩‬]] on Friday.",0.0,2.5174753665924072,"[
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9998020529747009,
    ""index"": 1,
    ""word"": ""Japan"",
    ""start"": 0,
    ""end"": 5
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9762684106826782,
    ""index"": 7,
    ""word"": ""Asian"",
    ""start"": 33,
    ""end"": 38
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9974727034568787,
    ""index"": 8,
    ""word"": ""Cup"",
    ""start"": 39,
    ""end"": 42
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9997666478157043,
    ""index"": 18,
    ""word"": ""Syria"",
    ""start"": 78,
    ""end"": 83
  }
]","[
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9997612833976746,
    ""index"": 1,
    ""word"": ""Japan"",
    ""start"": 0,
    ""end"": 5
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.982115626335144,
    ""index"": 7,
    ""word"": ""s"",
    ""start"": 37,
    ""end"": 38
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9909459352493286,
    ""index"": 8,
    ""word"": ""##A"",
    ""start"": 40,
    ""end"": 41
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9755532741546631,
    ""index"": 9,
    ""word"": ""##ian"",
    ""start"": 45,
    ""end"": 48
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9974246025085449,
    ""index"": 10,
    ""word"": ""Cup"",
    ""start"": 49,
    ""end"": 52
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9872152805328369,
    ""index"": 22,
    ""word"": ""Sr"",
    ""start"": 98,
    ""end"": 104
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.8688433766365051,
    ""index"": 23,
    ""word"": ""##ya"",
    ""start"": 106,
    ""end"": 116
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.66141676902771,
    ""index"": 24,
    ""word"": ""##i"",
    ""start"": 118,
    ""end"": 119
  }
]","NER",107,"Successful"
"But [[China]] [[saw]] their luck desert [[them]] [[in]] the second match [[of]] [[the]] group, [[crashing]] to a surprise 2-0 defeat to [[newcomers]] Uzbekistan.","But [[Chin‭⁦‮⁦]] [[⁩⁦a⁩‬⁩‬saw]] their luck desert [[them‭⁦‮⁦i⁩⁦]] [[⁩‬⁩‬n]] the second match [[o‭⁦‮⁦]] [[⁩⁦f⁩‬⁩‬the]] group, [[crash‭⁦‮⁦n⁩⁦i⁩‬⁩‬g]] to a surprise 2-0 defeat to [[new‭⁦‮⁦o⁩⁦c⁩‬⁩‬mers]] Uzbekistan.",0.0,0.6808611750602722,"[
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9998183846473694,
    ""index"": 2,
    ""word"": ""China"",
    ""start"": 4,
    ""end"": 9
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9996594190597534,
    ""index"": 27,
    ""word"": ""Uzbekistan"",
    ""start"": 118,
    ""end"": 128
  }
]","[
  {
    ""entity"": ""I-PER"",
    ""score"": 0.6808611750602722,
    ""index"": 2,
    ""word"": ""Chin"",
    ""start"": 4,
    ""end"": 8
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.999526858329773,
    ""index"": 33,
    ""word"": ""Uzbekistan"",
    ""start"": 168,
    ""end"": 178
  }
]","NER",107,"Successful"
"China controlled most of the match and saw several chances missed until the 78th minute when Uzbek striker [[Igor]] [[Shkvyrin]] [[took]] [[advantage]] [[of]] a misdirected defensive header to lob the ball over the advancing Chinese [[keeper]] [[and]] into an empty net.","China controlled most of the match and saw several chances missed until the 78th minute when Uzbek striker [[Igo‭⁦‮⁦]] [[⁩⁦r⁩‬⁩‬Shkvyrin]] [[t‭⁦‮⁦o⁩⁦o⁩‬⁩‬k]] [[advantag‭⁦‮⁦]] [[⁩⁦e⁩‬⁩‬of]] a misdirected defensive header to lob the ball over the advancing Chinese [[keeper‭⁦‮⁦n⁩⁦‭⁦‮⁦a⁩⁦]] [[⁩‬⁩‬⁩‬⁩‬d]] into an empty net.",5.492788791656494,7.711246013641357,"[
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9997816681861877,
    ""index"": 1,
    ""word"": ""China"",
    ""start"": 0,
    ""end"": 5
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9979750514030457,
    ""index"": 18,
    ""word"": ""U"",
    ""start"": 93,
    ""end"": 94
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9894792437553406,
    ""index"": 19,
    ""word"": ""##z"",
    ""start"": 94,
    ""end"": 95
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.996921956539154,
    ""index"": 20,
    ""word"": ""##bek"",
    ""start"": 95,
    ""end"": 98
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9994372725486755,
    ""index"": 22,
    ""word"": ""Igor"",
    ""start"": 107,
    ""end"": 111
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9995008707046509,
    ""index"": 23,
    ""word"": ""S"",
    ""start"": 112,
    ""end"": 113
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9525272250175476,
    ""index"": 24,
    ""word"": ""##h"",
    ""start"": 113,
    ""end"": 114
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.7246336340904236,
    ""index"": 25,
    ""word"": ""##k"",
    ""start"": 114,
    ""end"": 115
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.8198036551475525,
    ""index"": 26,
    ""word"": ""##vy"",
    ""start"": 115,
    ""end"": 117
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9968863129615784,
    ""index"": 27,
    ""word"": ""##rin"",
    ""start"": 117,
    ""end"": 120
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.999038815498352,
    ""index"": 47,
    ""word"": ""Chinese"",
    ""start"": 205,
    ""end"": 212
  }
]","[
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9997789263725281,
    ""index"": 1,
    ""word"": ""China"",
    ""start"": 0,
    ""end"": 5
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9980271458625793,
    ""index"": 18,
    ""word"": ""U"",
    ""start"": 93,
    ""end"": 94
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9897907376289368,
    ""index"": 19,
    ""word"": ""##z"",
    ""start"": 94,
    ""end"": 95
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9970020651817322,
    ""index"": 20,
    ""word"": ""##bek"",
    ""start"": 95,
    ""end"": 98
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.99777752161026,
    ""index"": 22,
    ""word"": ""I"",
    ""start"": 107,
    ""end"": 108
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9992455244064331,
    ""index"": 23,
    ""word"": ""##go"",
    ""start"": 108,
    ""end"": 110
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9779730439186096,
    ""index"": 24,
    ""word"": ""r"",
    ""start"": 117,
    ""end"": 118
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9335909485816956,
    ""index"": 25,
    ""word"": ""##S"",
    ""start"": 122,
    ""end"": 123
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9715675115585327,
    ""index"": 26,
    ""word"": ""##h"",
    ""start"": 123,
    ""end"": 124
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.909497857093811,
    ""index"": 27,
    ""word"": ""##k"",
    ""start"": 124,
    ""end"": 125
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9427998661994934,
    ""index"": 28,
    ""word"": ""##vy"",
    ""start"": 125,
    ""end"": 127
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9787936210632324,
    ""index"": 29,
    ""word"": ""##rin"",
    ""start"": 127,
    ""end"": 130
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9991360306739807,
    ""index"": 52,
    ""word"": ""Chinese"",
    ""start"": 235,
    ""end"": 242
  }
]","NER",107,"Successful"
"Oleg [[Shatskiku]] made sure of the win in [[injury]] [[time,]] hitting an unstoppable [[left]] foot shot from just outside [[the]] [[area.]]","Oleg [[‭⁦‮⁦h⁩⁦S⁩‬⁩‬at‭⁦‮⁦k⁩⁦s⁩‬⁩‬iku]] made sure of the win in [[injur‭⁦‮⁦]] [[⁩⁦y⁩‬⁩‬time,]] hitting an unstoppable [[le‭⁦‮⁦t⁩⁦f⁩‬⁩‬]] foot shot from just outside [[the‭⁦‮⁦a⁩⁦]] [[⁩‬⁩‬rea.]]",5.941165447235107,7.56782865524292,"[
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9992066025733948,
    ""index"": 1,
    ""word"": ""Ole"",
    ""start"": 0,
    ""end"": 3
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9995224475860596,
    ""index"": 2,
    ""word"": ""##g"",
    ""start"": 3,
    ""end"": 4
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9996681213378906,
    ""index"": 3,
    ""word"": ""S"",
    ""start"": 5,
    ""end"": 6
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9951527118682861,
    ""index"": 4,
    ""word"": ""##hat"",
    ""start"": 6,
    ""end"": 9
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9679040908813477,
    ""index"": 5,
    ""word"": ""##ski"",
    ""start"": 9,
    ""end"": 12
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9797117114067078,
    ""index"": 6,
    ""word"": ""##ku"",
    ""start"": 12,
    ""end"": 14
  }
]","[
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9988577365875244,
    ""index"": 1,
    ""word"": ""Ole"",
    ""start"": 0,
    ""end"": 3
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9994731545448303,
    ""index"": 2,
    ""word"": ""##g"",
    ""start"": 3,
    ""end"": 4
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9661605954170227,
    ""index"": 3,
    ""word"": ""h"",
    ""start"": 9,
    ""end"": 10
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.8747900724411011,
    ""index"": 4,
    ""word"": ""##S"",
    ""start"": 12,
    ""end"": 13
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9878366589546204,
    ""index"": 5,
    ""word"": ""##at"",
    ""start"": 17,
    ""end"": 19
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9964642524719238,
    ""index"": 6,
    ""word"": ""##ks"",
    ""start"": 23,
    ""end"": 27
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.9017084240913391,
    ""index"": 7,
    ""word"": ""##ik"",
    ""start"": 31,
    ""end"": 33
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.8425374627113342,
    ""index"": 8,
    ""word"": ""##u"",
    ""start"": 33,
    ""end"": 34
  }
]","NER",107,"Successful"
"The [[former]] [[Soviet]] [[republic]] was playing in an Asian [[Cup]] [[finals]] tie for the first time.","The [[forme‭⁦‮⁦]] [[⁩⁦r⁩‬⁩‬‭⁦‮⁦o⁩⁦S⁩‬⁩‬viet]] [[r‭⁦‮⁦p⁩⁦e⁩‬⁩‬ublic]] was playing in an Asian [[Cu‭⁦‮⁦]] [[⁩⁦p⁩‬⁩‬fin‭⁦‮⁦l⁩⁦a⁩‬⁩‬s]] tie for the first time.",0.0,0.0,"[
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9985392093658447,
    ""index"": 3,
    ""word"": ""Soviet"",
    ""start"": 11,
    ""end"": 17
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9799860715866089,
    ""index"": 9,
    ""word"": ""Asian"",
    ""start"": 45,
    ""end"": 50
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9974246025085449,
    ""index"": 10,
    ""word"": ""Cup"",
    ""start"": 51,
    ""end"": 54
  }
]","[
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.45737990736961365,
    ""index"": 6,
    ""word"": ""##S"",
    ""start"": 28,
    ""end"": 29
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.7757027745246887,
    ""index"": 7,
    ""word"": ""##vie"",
    ""start"": 33,
    ""end"": 36
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.6356490254402161,
    ""index"": 8,
    ""word"": ""##t"",
    ""start"": 36,
    ""end"": 37
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.555545449256897,
    ""index"": 9,
    ""word"": ""r"",
    ""start"": 38,
    ""end"": 39
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.7168307900428772,
    ""index"": 12,
    ""word"": ""##lic"",
    ""start"": 53,
    ""end"": 56
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9979227185249329,
    ""index"": 17,
    ""word"": ""Asian"",
    ""start"": 75,
    ""end"": 80
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9821171164512634,
    ""index"": 18,
    ""word"": ""C"",
    ""start"": 81,
    ""end"": 82
  }
]","NER",57,"Failed"
"Despite winning [[the]] Asian Games [[title]] [[two]] [[years]] [[ago,]] [[Uzbekistan]] are in the finals as [[outsiders.]]","Despite winning [[‭⁦‮⁦h⁩⁦t⁩‬⁩‬e]] Asian Games [[titl‭⁦‮⁦]] [[⁩⁦e⁩‬⁩‬two]] [[ye‭⁦‮⁦r⁩⁦a⁩‬⁩‬s]] [[ago,‭⁦‮⁦U⁩⁦]] [[⁩‬⁩‬zbekistan]] are in the finals as [[outsider‭⁦‮⁦.⁩⁦s⁩‬⁩‬]]",0.0,0.0,"[
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9735670685768127,
    ""index"": 4,
    ""word"": ""Asian"",
    ""start"": 20,
    ""end"": 25
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9971873164176941,
    ""index"": 5,
    ""word"": ""Games"",
    ""start"": 26,
    ""end"": 31
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9997908473014832,
    ""index"": 11,
    ""word"": ""Uzbekistan"",
    ""start"": 53,
    ""end"": 63
  }
]","[
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.9774516224861145,
    ""index"": 5,
    ""word"": ""Asian"",
    ""start"": 30,
    ""end"": 35
  },
  {
    ""entity"": ""I-MISC"",
    ""score"": 0.996513307094574,
    ""index"": 6,
    ""word"": ""Games"",
    ""start"": 36,
    ""end"": 41
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.6068767309188843,
    ""index"": 16,
    ""word"": ""U"",
    ""start"": 86,
    ""end"": 87
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.8001429438591003,
    ""index"": 17,
    ""word"": ""z"",
    ""start"": 94,
    ""end"": 95
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9968159794807434,
    ""index"": 18,
    ""word"": ""##bek"",
    ""start"": 95,
    ""end"": 98
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9978954792022705,
    ""index"": 19,
    ""word"": ""##istan"",
    ""start"": 98,
    ""end"": 103
  }
]","NER",57,"Failed"
"[[Two]] [[goals]] from defensive errors in the last six [[minutes]] [[allowed]] Japan to come from behind and collect all three points [[from]] [[their]] opening meeting against [[Syria.]]","[[T‭⁦‮⁦o⁩⁦w⁩‬⁩‬]] [[go‭⁦‮⁦l⁩⁦a⁩‬⁩‬s]] from defensive errors in the last six [[minutes‭⁦‮⁦a⁩⁦]] [[⁩‬⁩‬llowed]] Japan to come from behind and collect all three points [[from‭⁦‮⁦t⁩⁦]] [[⁩‬⁩‬heir]] opening meeting against [[‭⁦‮⁦y⁩⁦S⁩‬⁩‬ria.]]",0.0,1.1770291328430176,"[
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9997974038124084,
    ""index"": 12,
    ""word"": ""Japan"",
    ""start"": 64,
    ""end"": 69
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9998229146003723,
    ""index"": 27,
    ""word"": ""Syria"",
    ""start"": 154,
    ""end"": 159
  }
]","[
  {
    ""entity"": ""I-PER"",
    ""score"": 0.6347960829734802,
    ""index"": 1,
    ""word"": ""To"",
    ""start"": 0,
    ""end"": 6
  },
  {
    ""entity"": ""I-PER"",
    ""score"": 0.5422330498695374,
    ""index"": 3,
    ""word"": ""go"",
    ""start"": 14,
    ""end"": 16
  },
  {
    ""entity"": ""I-LOC"",
    ""score"": 0.9996620416641235,
    ""index"": 16,
    ""word"": ""Japan"",
    ""start"": 94,
    ""end"": 99
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.9047433733940125,
    ""index"": 32,
    ""word"": ""y"",
    ""start"": 198,
    ""end"": 199
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.9341437220573425,
    ""index"": 33,
    ""word"": ""##S"",
    ""start"": 201,
    ""end"": 202
  },
  {
    ""entity"": ""I-ORG"",
    ""score"": 0.984126627445221,
    ""index"": 34,
    ""word"": ""##ria"",
    ""start"": 206,
    ""end"": 209
  }
]","NER",107,"Successful"
